,gold_present,wrong_present,gold2_present,wrong2_present,out,out2,order,question1,question2,f11,f12,ac,ac2,judge,og_accuracy,cf_accuracy,orig_comp,cf_comp
2wiki-05dac19e08ac11ebbd82ac1f6bf848b6,True,False,False,False,John Albert Leach (19 March 1870 – October,,orig,"Who is younger, John Albert Leach or James Edward Quigley?","Who is older, John Albert Leach or James Edward Quigley?",0.5454545454545454,0.0,0.0,0.0,Doubled_or_neither,1,0,younger,older
2wiki-2a7f2e5208ea11ebbda7ac1f6bf848b6,True,False,False,True,Luka Marjanović,"Luka Marjanović (October 18,",orig,"Who was born first, Luka Marjanović or Antonín Barák?","Who was born last, Luka Marjanović or Antonín Barák?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-15d2f73808b611ebbd88ac1f6bf848b6,False,True,True,False,Armondo Linus Acosta.,Armondo Linus Acosta was born earlier than,orig,"Who was born later, Karin Kienhuis or Armondo Linus Acosta?","Who was born earlier, Karin Kienhuis or Armondo Linus Acosta?",0.0,0.4444444444444445,0.0,0.0,Fail,0,1,later,earlier
2wiki-e7f726de08ee11ebbda8ac1f6bf848b6,True,False,True,False,Hector Lamond,Mariana Avitia Martínez,orig,"Who is older, Hector Lamond or Mariana Avitia?","Who is younger, Hector Lamond or Mariana Avitia?",1.0,0.8,1.0,0.0,Correct,1,1,older,younger
2wiki-ae68394f08a811ebbd7fac1f6bf848b6,True,False,False,True,Arthur E. Walmsley,Arthur E. Walmsley.,orig,"Who was born first, David Soknacki or Arthur E. Walmsley?","Who was born last, David Soknacki or Arthur E. Walmsley?",0.5714285714285715,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-614bc97808f511ebbdaaac1f6bf848b6,True,False,False,True,"John Juliani was born later on March 24,","John Juliani was born on March 24, 1940",switched,Was Dominika Kopcik or John Juliani born first?,Was Dominika Kopcik or John Juliani born last?,0.3636363636363636,0.0,0.0,0.0,Fail,1,0,first,last
hotpot-5a772ca65542993735360209,True,False,True,False,Second Battle of the Marne. The Second Battle,Battle of Guam,orig,"Which battle took place first, Second Battle of the Marne or Battle of Guam?","Which battle took place last, Second Battle of the Marne or Battle of Guam?",0.8,1.0,0.0,1.0,Correct,1,1,first,last
hotpot-5a7e06505542995f4f402398,True,False,True,True,Albert Parker,Albert Parker was born earlier than Lisa Choloden,orig,"Who was born first, Albert Parker or Lisa Cholodenko?","Who was born last, Albert Parker or Lisa Cholodenko?",1.0,0.2,1.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-d1e8947c086211ebbd5dac1f6bf848b6,False,True,False,True,"Scott MacIntosh ( born August 24, 1973","Jaak Mae (born February 25, 1972)",orig,"Who is older, Scott MacIntosh or Jaak Mae?","Who is younger, Scott MacIntosh or Jaak Mae?",0.0,0.0,0.0,0.0,Reversed,0,0,older,younger
2wiki-bf98e2ab08f911ebbdaaac1f6bf848b6,True,False,True,False,William Bather ( 3 January 1939 – 12 December,Unai Emilio Yus ( born February 13,switched,"Who is older, Unai Yus or William Bather?","Who is younger, Unai Yus or William Bather?",0.3636363636363636,0.4444444444444445,0.0,0.0,Correct,1,1,older,younger
hotpot-5a75ff7f5542994ccc918679,True,False,False,False,Sunanda Devi was first explored (clim,,orig,"Which mountain peak was explored first, Sunanda Devi or Annapurna II?","Which mountain peak was explored last, Sunanda Devi or Annapurna II?",0.5,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-78657336086511ebbd5eac1f6bf848b6,True,False,True,False,Wim Hogenkamp was born earlier.,Kim Krizan.,orig,"Who was born earlier, Kim Krizan or Wim Hogenkamp?","Who was born later, Kim Krizan or Wim Hogenkamp?",0.5,0.8,0.0,0.0,Correct,1,1,earlier,later
2wiki-5674c2b3097b11ebbdb0ac1f6bf848b6,False,True,False,True,Taxidermia,"Bloody Beach (2000) was released last,",switched,"Which film was released first, Taxidermia or Bloody Beach?","Which film was released last, Taxidermia or Bloody Beach?",0.0,0.0,0.0,0.0,Reversed,0,0,first,last
2wiki-d360cf54091111ebbdadac1f6bf848b6,True,False,False,True,Les Visiteurs,Les Visiteurs.,orig,"Which film was released first, Justice League (Film) or Les Visiteurs?","Which film was released last, Justice League (Film) or Les Visiteurs?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
hotpot-5a7be2f155429907fabeef38,True,False,True,True,Elkie Brooks,Nell Sigland was younger than Elkie Brooks at,switched,Who was older Nell Sigland or Elkie Brooks?,Who was younger Nell Sigland or Elkie Brooks?,1.0,0.4,1.0,0.0,Doubled_or_neither,1,0,older,younger
2wiki-da9f43fe088511ebbd6dac1f6bf848b6,True,False,True,False,Vidayutham,Cosi (Film),orig,"Which film was released more recently, Vidayutham or Cosi (Film)?","Which film was released earlier, Vidayutham or Cosi (Film)?",1.0,0.5,1.0,0.0,Correct,1,1,recently,earlier
2wiki-f1934d74092e11ebbdaeac1f6bf848b6,True,False,True,False,The Dance Of Fortune,Riding The Bullet (Film),orig,"Which film came out earlier, Riding The Bullet (Film) or The Dance Of Fortune?","Which film came out later, Riding The Bullet (Film) or The Dance Of Fortune?",1.0,0.75,1.0,0.0,Correct,1,1,earlier,later
2wiki-1934e97d089d11ebbd78ac1f6bf848b6,False,False,True,False,,Lynne Randell,switched,"Who died first, Zaitao or Lynne Randell?","Who died last, Zaitao or Lynne Randell?",0.0,1.0,0.0,1.0,Doubled_or_neither,0,1,first,last
2wiki-58d8bd5a085d11ebbd5cac1f6bf848b6,True,False,False,True,Ragnvald Vaage,Ragnvald Vaage.,switched,Who was born first out of Ragnvald Vaage and Frankie Thomas?,Who was born last out of Ragnvald Vaage and Frankie Thomas?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-245a485408e511ebbda4ac1f6bf848b6,True,False,False,True,James Jefferys,James Jefferys.,switched,"Who was born first, Robert Broadnax Glenn or James Jefferys?","Who was born last, Robert Broadnax Glenn or James Jefferys?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-97c1971008aa11ebbd80ac1f6bf848b6,False,True,False,False,"Terry L. Punt (August 13, 1949",,switched,"Who is older, Terry L. Punt or Lol Mahamat Choua?","Who is younger, Terry L. Punt or Lol Mahamat Choua?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,older,younger
2wiki-a73b493a084e11ebbd56ac1f6bf848b6,True,False,True,False,Girolamo Dal Pane,Václav Pantůček,switched,"Who is older, Girolamo Dal Pane or Václav Pantůček?","Who is younger, Girolamo Dal Pane or Václav Pantůček?",1.0,1.0,1.0,1.0,Correct,1,1,older,younger
2wiki-798277cb094e11ebbdaeac1f6bf848b6,True,True,True,True,"Hield, Inc. was established first. H","Hield, Inc. was established last. They",switched,"Which one was established first, Hield or Rohr, Inc.?","Which one was established last, Hield or Rohr, Inc.?",0.19999999999999998,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-b6315b8e08d411ebbd96ac1f6bf848b6,False,True,False,False,"Bryan Kneale, Robert Bryan Charles Kne",,orig,"Who was born earlier, Bryan Kneale or Charlotte Rae?","Who was born later, Bryan Kneale or Charlotte Rae?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,earlier,later
2wiki-f176db7408db11ebbd9cac1f6bf848b6,True,True,True,False,Jimmy Darden was born later than Edens Cher,Jimmy Darden.,switched,"Who was born later, Jimmy Darden or Edens Chery?","Who was born earlier, Jimmy Darden or Edens Chery?",0.2,0.8,0.0,0.0,Doubled_or_neither,0,1,later,earlier
2wiki-ac9e072308fa11ebbdacac1f6bf848b6,True,False,False,True,Danny Porte (born 18 June 1975) was,Danny Porte,orig,Who was born first out of Hassane Fofana and Danny Porte?,Who was born last out of Hassane Fofana and Danny Porte?,0.4444444444444445,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-a7b935f208ab11ebbd82ac1f6bf848b6,True,False,True,False,Amanda Sofia Svensson,Juan Pablo Paz (Tennis) was born,switched,Was Amanda Svensson or Juan Pablo Paz (Tennis) born first?,Was Amanda Svensson or Juan Pablo Paz (Tennis) born last?,0.8,0.5,0.0,0.0,Correct,1,1,first,last
2wiki-e5efda68094111ebbdaeac1f6bf848b6,True,False,True,False,El Sonriure Amagat is a 2010,Masters,orig,"Which film was released earlier, El Sonriure Amagat or Masters (Film)?","Which film was released later, El Sonriure Amagat or Masters (Film)?",0.6666666666666666,1.0,0.0,1.0,Correct,1,1,earlier,later
2wiki-972d247408ff11ebbdadac1f6bf848b6,True,False,True,False,The Trail Blazers. The Trail Blaz,Vaana (Film),orig,"Which film was released earlier, Vaana (Film) or The Trail Blazers?","Which film was released later, Vaana (Film) or The Trail Blazers?",0.6,0.6666666666666666,0.0,0.0,Correct,1,1,earlier,later
2wiki-e38281d108a711ebbd7fac1f6bf848b6,True,False,False,True,Ernest Malden,Ernest Malden,switched,Was Lee Tae-Ri or Ernest Malden born first?,Was Lee Tae-Ri or Ernest Malden born last?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-f9109b5608d211ebbd96ac1f6bf848b6,True,False,False,True,Maya Rupert.,Maya Rupert.,switched,Who was born first out of Maya Rupert and Serhiy Lapa?,Who was born last out of Maya Rupert and Serhiy Lapa?,0.8,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-311c8ae1086611ebbd5eac1f6bf848b6,True,False,True,False,Marcin Wrona.,Jan Michalik,switched,"Who was born later, Marcin Wrona or Jan Michalik?","Who was born earlier, Marcin Wrona or Jan Michalik?",0.8,1.0,0.0,1.0,Correct,1,1,later,earlier
2wiki-40d8620708ac11ebbd82ac1f6bf848b6,False,True,False,False,Laurie Lever was born first.,,orig,Who was born first out of Laurie Lever and Baruch Samuel Blumberg?,Who was born last out of Laurie Lever and Baruch Samuel Blumberg?,0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-954d1f60087b11ebbd68ac1f6bf848b6,True,False,False,True,Peter De Klerk,Peter De Klerk. The answer is:,switched,Who was born first out of Peter De Klerk and Steven Posner?,Who was born last out of Peter De Klerk and Steven Posner?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-8d1a34e308b511ebbd88ac1f6bf848b6,False,False,False,False,,,orig,"Who is younger, Jeren Kurbanklycheva or Olha Bohomolets?","Who is older, Jeren Kurbanklycheva or Olha Bohomolets?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,younger,older
2wiki-a6f6a9c408a611ebbd7fac1f6bf848b6,True,True,False,False,Cold Lake Museums was not established first. K,,switched,"Which museum was established first, Cold Lake Museums or Kiev Archive Museum Of Transitional Period?","Which museum was established last, Cold Lake Museums or Kiev Archive Museum Of Transitional Period?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
hotpot-5a754a645542993748c89817,True,False,False,True,"Chris McCaughan (born March 30, 1977","Chris McCaughan (born March 30, 1977",switched,"Who was born first, Ryo Kawakita or Chris McCaughan?","Who was born last, Ryo Kawakita or Chris McCaughan?",0.4444444444444445,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-199cea6b09a411ebbdb0ac1f6bf848b6,False,True,True,False,Smile (Lily Allen Song) was released,Smile (Lily Allen Song) was released,orig,"Which song was released earlier, Smile (Lily Allen Song) or Never Too Far?","Which song was released later, Smile (Lily Allen Song) or Never Too Far?",0.0,0.2222222222222222,0.0,0.0,Fail,0,1,earlier,later
2wiki-3bc4d317088f11ebbd72ac1f6bf848b6,True,False,True,False,"Stuart Margolin is not directly provided, but from",C. Donald Bateman.,orig,"Who is younger, C. Donald Bateman or Stuart Margolin?","Who is older, C. Donald Bateman or Stuart Margolin?",0.3636363636363636,0.5,0.0,0.0,Correct,1,1,younger,older
2wiki-b67d824e08ce11ebbd94ac1f6bf848b6,False,False,True,False,,"Steve Dubinsky, who was born July 9,",switched,Was Ted Toles Jr. or Steve Dubinsky born first?,Was Ted Toles Jr. or Steve Dubinsky born last?,0.0,0.3636363636363636,0.0,0.0,Doubled_or_neither,0,1,first,last
2wiki-5e46585a087211ebbd65ac1f6bf848b6,True,False,False,True,Sir John Walter Huddleston.,John Walter Huddleston.,orig,Who was born first out of John Walter Huddleston and Dan Conway?,Who was born last out of John Walter Huddleston and Dan Conway?,0.7499999999999999,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-6bb066ac085911ebbd5bac1f6bf848b6,True,False,True,False,Manyala Pranith,Ngerak Florencio,switched,"Who was born later, Manyala Pranith or Ngerak Florencio?","Who was born earlier, Manyala Pranith or Ngerak Florencio?",1.0,1.0,1.0,1.0,Correct,1,1,later,earlier
2wiki-e8b3d6a7087d11ebbd6bac1f6bf848b6,True,False,True,False,Fabian Von Fersen,Queen Letizia of Spain was born later than,orig,"Who was born earlier, Fabian Von Fersen or Queen Letizia Of Spain?","Who was born later, Fabian Von Fersen or Queen Letizia Of Spain?",1.0,0.2222222222222222,1.0,0.0,Correct,1,1,earlier,later
2wiki-47490c0e08ab11ebbd82ac1f6bf848b6,True,True,True,True,Cathedral Grammar School. Berg Upper Secondary School was,Berg Upper Secondary School was founded earlier than Cathedral Gr,switched,"Which school was founded first, Berg Upper Secondary School or Cathedral Grammar School?","Which school was founded last, Berg Upper Secondary School or Cathedral Grammar School?",0.5,0.18181818181818182,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-81cf705908d211ebbd96ac1f6bf848b6,True,False,True,False,Alessandro Cortini,André Gerolymatos was born earlier on September,orig,"Who was born later, André Gerolymatos or Alessandro Cortini?","Who was born earlier, André Gerolymatos or Alessandro Cortini?",1.0,0.4444444444444445,1.0,0.0,Correct,1,1,later,earlier
2wiki-2290fd2608b111ebbd85ac1f6bf848b6,False,False,True,False,,Karo Mkrtchyan was born on,orig,Who was born first out of Ike Little and Karo Mkrtchyan?,Who was born last out of Ike Little and Karo Mkrtchyan?,0.0,0.5714285714285715,0.0,0.0,Doubled_or_neither,0,1,first,last
2wiki-0a111e01089511ebbd75ac1f6bf848b6,True,False,True,False,Kim Yoon-Seok was born earlier than,Thomas Hooyberghs was born on July 26,orig,"Who was born earlier, Kim Yoon-Seok or Thomas Hooyberghs?","Who was born later, Kim Yoon-Seok or Thomas Hooyberghs?",0.5,0.4444444444444445,0.0,0.0,Correct,1,1,earlier,later
2wiki-f783509708a311ebbd7cac1f6bf848b6,True,True,False,False,La Primera Noche ( The First Night),,orig,"Which film came out earlier, La Primera Noche or The Late Blossom?","Which film came out later, La Primera Noche or The Late Blossom?",0.2,0.0,0.0,0.0,Doubled_or_neither,0,0,earlier,later
2wiki-d4729af8088f11ebbd72ac1f6bf848b6,True,False,True,False,The Young Man And Moby Dick. The 1979,Yennamo Yedho.,orig,"Which film came out first, Yennamo Yedho or The Young Man And Moby Dick?","Which film came out last, Yennamo Yedho or The Young Man And Moby Dick?",0.8,0.8,0.0,0.0,Correct,1,1,first,last
2wiki-6bf34def086a11ebbd5fac1f6bf848b6,True,False,False,True,Mark W. Williams.,"Mark W. Williams was born on May 31,",orig,"Who was born earlier, Mark W. Williams or Garland E. Allen?","Who was born later, Mark W. Williams or Garland E. Allen?",0.5,0.0,0.0,0.0,Fail,1,0,earlier,later
2wiki-93e4a198087b11ebbd68ac1f6bf848b6,False,True,False,True,The answer to this example can be: Steven Pos,Peter De Klerk,switched,"Who died later, Peter De Klerk or Steven Posner?","Who died earlier, Peter De Klerk or Steven Posner?",0.0,0.0,0.0,0.0,Reversed,0,0,later,earlier
hotpot-5a7a77e85542994f819ef1e7,True,False,True,False,Jan de Bont (born 22 October 1943),Julien Temple (born 26 November 1952) is,switched,"Who is older, Julien Temple or Jan de Bont?","Who is younger, Julien Temple or Jan de Bont?",0.6,0.4444444444444445,0.0,0.0,Correct,1,1,older,younger
2wiki-809e2b79088e11ebbd70ac1f6bf848b6,True,False,False,False,Stanley Weston (ne Weinburger),,switched,Was Stanley Weston or Tom Elliott (Politician) born first?,Was Stanley Weston or Tom Elliott (Politician) born last?,0.6666666666666666,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-b51a8e7408ce11ebbd94ac1f6bf848b6,False,False,False,True,,Quinn Gleason ( born 10 November 1994 ) was,switched,"Who was born later, Quinn Gleason or Dane Murphy?","Who was born earlier, Quinn Gleason or Dane Murphy?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,later,earlier
2wiki-7fb71d08087711ebbd67ac1f6bf848b6,False,False,True,False,,Jan van Vliet was born earlier. Jan,orig,"Who was born later, Tracy Wright or Jan van Vliet?","Who was born earlier, Tracy Wright or Jan van Vliet?",0.0,0.5454545454545454,0.0,0.0,Doubled_or_neither,0,1,later,earlier
hotpot-5ab78c765542992aa3b8c828,True,False,True,True,Variety first published in 1905 appeared as a weekly,Variety appeared weekly while Autoweek was published,switched,On their first releases which of Variety and Autoweek appeared more regularly ?,On their last releases which of Variety and Autoweek appeared more regularly ?,0.19999999999999998,0.25,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-c33b0b8908cd11ebbd93ac1f6bf848b6,True,False,False,True,Westward Passage was released first. In 1932,Westward Passage (1932) was released last,switched,"Which film was released first, Westward Passage or San Demetrio London?","Which film was released last, Westward Passage or San Demetrio London?",0.4,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-14998f8e089e11ebbd78ac1f6bf848b6,True,False,False,True,Hal Self,"Hal Self (September 22, 1922 – June 6",orig,"Who was born first, John Flowers (Footballer) or Hal Self?","Who was born last, John Flowers (Footballer) or Hal Self?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-9d340d91087d11ebbd6bac1f6bf848b6,True,False,False,True,Flora Annie Steel was born earlier. Flora,Flora Annie Steel ( 2 April 1847 –,switched,"Who was born earlier, Connor Paolo or Flora Annie Steel?","Who was born later, Connor Paolo or Flora Annie Steel?",0.5454545454545454,0.0,0.0,0.0,Fail,1,0,earlier,later
2wiki-bc7fef43087911ebbd67ac1f6bf848b6,True,False,False,False,Arjuna Ranatunga ( elder brother,,orig,Who was born first out of Nishantha Ranatunga and Almedin Civa?,Who was born last out of Nishantha Ranatunga and Almedin Civa?,0.28571428571428575,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
hotpot-5ae40f9555429970de88d8d1,True,False,False,True,Concrete Blonde,Concrete Blonde,switched,"Which band was formed first, Concrete Blonde or Franz Ferdinand?","Which band was formed last, Concrete Blonde or Franz Ferdinand?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-69ecc643087e11ebbd6bac1f6bf848b6,False,False,False,True,,"Dayvid Figler ( born August 18, 1967",orig,"Who was born later, Dayvid Figler or Nilesh Prabhudesai?","Who was born earlier, Dayvid Figler or Nilesh Prabhudesai?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,later,earlier
2wiki-05c2c58e08f011ebbda8ac1f6bf848b6,False,False,False,True,,Lettice Knollys died on Christmas Day 25,switched,"Who died first, Lettice Knollys or Josip Egartner?","Who died last, Lettice Knollys or Josip Egartner?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-ea39d8a708a811ebbd7fac1f6bf848b6,True,True,True,False,Assata Aka Joanne Chesimard (,Confessions of a Taxi Driver,switched,"Which film was released more recently, Assata Aka Joanne Chesimard or Confessions Of A Taxi Driver?","Which film was released earlier, Assata Aka Joanne Chesimard or Confessions Of A Taxi Driver?",0.888888888888889,0.6,0.0,0.0,Doubled_or_neither,0,1,recently,earlier
